Date,Time,Line to Neutral Voltage
30/08/2023,09:40:03 pm,249.44
30/08/2023,09:40:33 pm,248.78
30/08/2023,09:41:03 pm,245.49
30/08/2023,09:41:33 pm,247.57
30/08/2023,09:42:03 pm,247.27
30/08/2023,09:42:33 pm,247.95
30/08/2023,09:43:03 pm,248.87
30/08/2023,09:43:33 pm,249.69
30/08/2023,09:44:03 pm,250.17
30/08/2023,09:44:33 pm,248.1
30/08/2023,09:45:03 pm,250.39
30/08/2023,09:45:33 pm,248.61
30/08/2023,09:46:03 pm,245
30/08/2023,09:46:33 pm,245.46
30/08/2023,09:47:03 pm,246.43
30/08/2023,09:47:33 pm,244.69
30/08/2023,09:48:03 pm,248.26
30/08/2023,09:48:33 pm,248.8
30/08/2023,09:49:03 pm,248.13
30/08/2023,09:49:33 pm,249.96
30/08/2023,09:50:39 pm,249.92
30/08/2023,09:51:03 pm,250.15
30/08/2023,09:51:33 pm,250.66
30/08/2023,09:52:03 pm,250.32
30/08/2023,09:52:33 pm,249.82
30/08/2023,09:53:03 pm,249.73
30/08/2023,09:53:33 pm,249.64
30/08/2023,09:54:03 pm,249
30/08/2023,09:54:33 pm,245.68
30/08/2023,09:55:03 pm,245.94
30/08/2023,09:56:10 pm,246.93
30/08/2023,09:56:33 pm,249.24
30/08/2023,09:57:03 pm,246.87
30/08/2023,09:58:10 pm,247.53
30/08/2023,09:58:33 pm,249.31
30/08/2023,09:59:03 pm,247.34
30/08/2023,09:59:33 pm,250.54
30/08/2023,10:00:03 pm,250.85
30/08/2023,10:00:33 pm,250.99
30/08/2023,10:01:03 pm,247.47
30/08/2023,10:01:33 pm,247.88
30/08/2023,10:02:03 pm,248.1
30/08/2023,10:02:33 pm,248.11
30/08/2023,10:03:03 pm,247.6
30/08/2023,10:03:33 pm,247.5
30/08/2023,10:04:03 pm,248.01
30/08/2023,10:04:33 pm,247.7
30/08/2023,10:05:03 pm,247.49
30/08/2023,10:05:33 pm,248.26
30/08/2023,10:06:03 pm,247.72
30/08/2023,10:06:33 pm,247.52
30/08/2023,10:07:03 pm,244.74
30/08/2023,10:07:33 pm,247.6
30/08/2023,10:08:40 pm,246.07
30/08/2023,10:09:03 pm,246.22
30/08/2023,10:09:33 pm,246.21
30/08/2023,10:10:03 pm,248.14
30/08/2023,10:10:33 pm,247.46
30/08/2023,10:11:03 pm,247.51
30/08/2023,10:11:33 pm,247.14
30/08/2023,10:12:03 pm,246.46
30/08/2023,10:12:33 pm,247
30/08/2023,10:13:03 pm,245.51
30/08/2023,10:13:33 pm,244.4
30/08/2023,10:14:03 pm,246.85
30/08/2023,10:14:33 pm,246.42
30/08/2023,10:15:03 pm,245.59
30/08/2023,10:15:33 pm,245.12
30/08/2023,10:16:03 pm,245.37
30/08/2023,10:16:33 pm,245.04
30/08/2023,10:17:03 pm,245.71
30/08/2023,10:17:33 pm,245.14
30/08/2023,10:18:03 pm,244.62
30/08/2023,10:18:33 pm,244.41
30/08/2023,10:19:03 pm,243.61
30/08/2023,10:19:33 pm,243.75
30/08/2023,10:20:03 pm,243.45
30/08/2023,10:20:33 pm,243.53
30/08/2023,10:21:03 pm,243.26
30/08/2023,10:21:33 pm,243.86
30/08/2023,10:22:03 pm,242.6
30/08/2023,10:22:33 pm,240.75
30/08/2023,10:23:03 pm,239.52
30/08/2023,10:23:33 pm,240.5
30/08/2023,10:24:03 pm,238.71
30/08/2023,10:24:33 pm,238.98
30/08/2023,10:25:03 pm,239.04
30/08/2023,10:25:33 pm,242.37
30/08/2023,10:26:03 pm,243.04
30/08/2023,10:26:33 pm,242.56
30/08/2023,10:27:03 pm,241.96
30/08/2023,10:27:33 pm,241.92
30/08/2023,10:28:03 pm,241.44
30/08/2023,10:28:35 pm,242.27
30/08/2023,10:29:03 pm,242.35
30/08/2023,10:29:33 pm,241.63
30/08/2023,10:30:03 pm,241.29
30/08/2023,10:30:33 pm,241.59
30/08/2023,10:31:03 pm,241.44
30/08/2023,10:31:33 pm,243.42
30/08/2023,10:32:03 pm,242.66
30/08/2023,10:32:33 pm,241.42
30/08/2023,10:33:03 pm,242.18
30/08/2023,10:33:33 pm,240.54
30/08/2023,10:34:03 pm,240.69
30/08/2023,10:34:33 pm,241.36
30/08/2023,10:35:03 pm,240.27
30/08/2023,10:35:33 pm,240.66
30/08/2023,10:36:03 pm,241.94
30/08/2023,10:36:33 pm,241.43
30/08/2023,10:37:03 pm,242.58
30/08/2023,10:37:33 pm,241.21
30/08/2023,10:38:03 pm,241.72
30/08/2023,10:38:33 pm,242.06
30/08/2023,10:39:03 pm,242.3
30/08/2023,10:39:33 pm,242.86
30/08/2023,10:40:03 pm,242.04
30/08/2023,10:40:33 pm,242.61
30/08/2023,10:41:03 pm,243.54
30/08/2023,10:41:33 pm,242.72
30/08/2023,10:42:03 pm,242.53
30/08/2023,10:42:33 pm,243.09
30/08/2023,10:43:03 pm,243.38
30/08/2023,10:43:33 pm,243.03
30/08/2023,10:44:03 pm,242.01
30/08/2023,10:44:33 pm,241.32
30/08/2023,10:45:03 pm,242.41
30/08/2023,10:45:33 pm,243
30/08/2023,10:46:03 pm,241.58
30/08/2023,10:46:33 pm,242.1
30/08/2023,10:47:03 pm,241.93
30/08/2023,10:47:33 pm,241.86
30/08/2023,10:48:03 pm,242.98
30/08/2023,10:48:33 pm,244.55
30/08/2023,10:49:03 pm,243.37
30/08/2023,10:49:33 pm,243.76
30/08/2023,10:50:03 pm,243.79
30/08/2023,10:50:33 pm,242.09
30/08/2023,10:51:03 pm,243.58
30/08/2023,10:51:33 pm,243.08
30/08/2023,10:52:03 pm,241.76
30/08/2023,10:52:33 pm,243.47
30/08/2023,10:53:03 pm,244.67
30/08/2023,10:53:33 pm,243.58
30/08/2023,10:54:03 pm,245.23
30/08/2023,10:54:33 pm,243.6
30/08/2023,10:55:03 pm,243.19
30/08/2023,10:55:33 pm,243.84
30/08/2023,10:56:03 pm,244.45
30/08/2023,10:56:33 pm,242.38
30/08/2023,10:57:03 pm,245.12
30/08/2023,10:57:33 pm,243.23
30/08/2023,10:58:03 pm,245.15
30/08/2023,10:58:33 pm,242.64
30/08/2023,10:59:03 pm,245.23
30/08/2023,10:59:33 pm,245.61
30/08/2023,11:00:03 pm,242.85
30/08/2023,11:00:33 pm,244.93
30/08/2023,11:01:03 pm,245.92
30/08/2023,11:01:33 pm,245.18
30/08/2023,11:02:03 pm,244.86
30/08/2023,11:02:33 pm,244.92
30/08/2023,11:03:03 pm,241.78
30/08/2023,11:03:33 pm,244.29
30/08/2023,11:04:03 pm,242.76
30/08/2023,11:04:33 pm,242.45
30/08/2023,11:05:03 pm,244.07
30/08/2023,11:05:33 pm,242.54
30/08/2023,11:06:03 pm,240.18
30/08/2023,11:06:33 pm,243.32
30/08/2023,11:07:03 pm,241.37
30/08/2023,11:07:33 pm,242.27
30/08/2023,11:08:03 pm,244.64
30/08/2023,11:08:33 pm,246.41
30/08/2023,11:09:03 pm,248.15
30/08/2023,11:09:33 pm,248.12
30/08/2023,11:10:03 pm,246.37
30/08/2023,11:10:33 pm,246.89
30/08/2023,11:11:03 pm,245.1
30/08/2023,11:11:33 pm,247.71
30/08/2023,11:12:03 pm,246.83
30/08/2023,11:12:33 pm,246.12
30/08/2023,11:13:03 pm,243.48
30/08/2023,11:13:33 pm,244.61
30/08/2023,11:14:03 pm,242.71
30/08/2023,11:14:33 pm,242.46
30/08/2023,11:15:03 pm,242.29
30/08/2023,11:15:33 pm,242.8
30/08/2023,11:16:03 pm,241.31
30/08/2023,11:16:33 pm,245.45
30/08/2023,11:17:03 pm,243.63
30/08/2023,11:17:33 pm,240.7
30/08/2023,11:18:03 pm,242.83
30/08/2023,11:18:33 pm,244.86
30/08/2023,11:19:03 pm,246.25
30/08/2023,11:19:33 pm,245.12
30/08/2023,11:20:03 pm,247.43
30/08/2023,11:20:33 pm,247.28
30/08/2023,11:21:03 pm,245.74
30/08/2023,11:21:33 pm,246.47
30/08/2023,11:22:03 pm,246.6
30/08/2023,11:22:33 pm,246.71
30/08/2023,11:23:03 pm,245.42
30/08/2023,11:23:33 pm,246.64
30/08/2023,11:24:03 pm,246.35
30/08/2023,11:24:33 pm,247.01
30/08/2023,11:25:03 pm,244.76
30/08/2023,11:25:33 pm,245.55
30/08/2023,11:26:03 pm,247.07
30/08/2023,11:26:33 pm,245.79
30/08/2023,11:27:03 pm,245.21
30/08/2023,11:27:33 pm,247.19
30/08/2023,11:28:05 pm,246.95
30/08/2023,11:28:33 pm,245.13
30/08/2023,11:29:03 pm,245.64
30/08/2023,11:29:33 pm,247.41
30/08/2023,11:30:03 pm,245.17
30/08/2023,11:30:33 pm,245.1
30/08/2023,11:31:03 pm,240.8
30/08/2023,11:31:33 pm,242.17
30/08/2023,11:32:03 pm,244.2
30/08/2023,11:32:33 pm,242.68
30/08/2023,11:33:03 pm,244.65
30/08/2023,11:33:33 pm,244.1
30/08/2023,11:34:03 pm,246.91
30/08/2023,11:34:33 pm,246
30/08/2023,11:35:03 pm,248.85
30/08/2023,11:35:33 pm,249.98
30/08/2023,11:36:03 pm,250.57
30/08/2023,11:36:33 pm,250.17
30/08/2023,11:37:03 pm,250.78
30/08/2023,11:37:33 pm,252.71
30/08/2023,11:38:03 pm,252.18
30/08/2023,11:38:33 pm,251.21
30/08/2023,11:39:03 pm,251.03
30/08/2023,11:39:33 pm,251.12
30/08/2023,11:40:03 pm,251.86
30/08/2023,11:40:33 pm,251.13
30/08/2023,11:41:03 pm,249.34
30/08/2023,11:41:33 pm,250.68
30/08/2023,11:42:03 pm,249.39
30/08/2023,11:42:33 pm,248.85
30/08/2023,11:43:03 pm,250.32
30/08/2023,11:43:33 pm,249.48
30/08/2023,11:44:03 pm,244.49
30/08/2023,11:44:33 pm,246.64
30/08/2023,11:45:03 pm,247.51
30/08/2023,11:45:33 pm,249.32
30/08/2023,11:46:03 pm,251.03
30/08/2023,11:46:33 pm,249.68
30/08/2023,11:47:03 pm,250.96
30/08/2023,11:47:33 pm,250.62
30/08/2023,11:48:03 pm,249.73
30/08/2023,11:48:35 pm,249.84
30/08/2023,11:49:03 pm,249.43
30/08/2023,11:49:33 pm,250.21
30/08/2023,11:50:03 pm,250.5
30/08/2023,11:50:33 pm,249.24
30/08/2023,11:51:03 pm,248.8
30/08/2023,11:51:33 pm,249.63
30/08/2023,11:52:03 pm,250.77
30/08/2023,11:52:33 pm,248.79
30/08/2023,11:53:03 pm,251.85
30/08/2023,11:53:33 pm,252.77
30/08/2023,11:54:03 pm,251.82
30/08/2023,11:55:10 pm,251.9
30/08/2023,11:55:35 pm,253.39
30/08/2023,11:56:03 pm,251.99
30/08/2023,11:56:33 pm,248.9
30/08/2023,11:57:03 pm,248.66
30/08/2023,11:57:33 pm,250.93
30/08/2023,11:58:03 pm,251.49
30/08/2023,11:58:33 pm,251.84
30/08/2023,11:59:03 pm,251.29
30/08/2023,11:59:33 pm,251.65
31/08/2023,12:00:03 am,251.41
31/08/2023,12:00:33 am,251.4
31/08/2023,12:01:03 am,252.34
31/08/2023,12:01:33 am,250.95
31/08/2023,12:02:03 am,249.23
31/08/2023,12:02:33 am,250.75
31/08/2023,12:03:03 am,250.84
31/08/2023,12:03:33 am,250.46
31/08/2023,12:04:03 am,249.85
31/08/2023,12:04:33 am,250.18
31/08/2023,12:05:40 am,247.43
31/08/2023,12:06:03 am,247.73
31/08/2023,12:06:33 am,245.55
31/08/2023,12:07:03 am,247.18
31/08/2023,12:07:33 am,251.05
31/08/2023,12:08:05 am,250.72
31/08/2023,12:08:33 am,251.55
31/08/2023,12:09:03 am,252.7
31/08/2023,12:09:33 am,246.72
31/08/2023,12:10:03 am,249.06
31/08/2023,12:10:33 am,247.53
31/08/2023,12:11:03 am,245.67
31/08/2023,12:12:09 am,250.94
31/08/2023,12:12:33 am,249.83
31/08/2023,12:13:03 am,249.89
31/08/2023,12:13:33 am,251.53
31/08/2023,12:14:03 am,246.94
31/08/2023,12:14:33 am,248.04
31/08/2023,12:15:03 am,247.6
31/08/2023,12:15:33 am,247.89
31/08/2023,12:16:03 am,250.17
31/08/2023,12:16:33 am,248.04
31/08/2023,12:17:40 am,248.3
31/08/2023,12:18:03 am,250.07
31/08/2023,12:18:33 am,250.55
31/08/2023,12:19:03 am,250.09
31/08/2023,12:19:33 am,250.35
31/08/2023,12:20:03 am,249.81
31/08/2023,12:20:33 am,249.77
31/08/2023,12:21:03 am,250.41
31/08/2023,12:21:33 am,248.09
31/08/2023,12:22:03 am,250.22
31/08/2023,12:22:33 am,248.78
31/08/2023,12:23:03 am,248.18
31/08/2023,12:23:33 am,249.12
31/08/2023,12:24:03 am,248.8
31/08/2023,12:24:33 am,249.05
31/08/2023,12:25:03 am,248.02
31/08/2023,12:25:33 am,247.36
31/08/2023,12:26:03 am,242.33
31/08/2023,12:26:33 am,241.79
31/08/2023,12:27:03 am,243.84
31/08/2023,12:27:33 am,245.13
31/08/2023,12:28:03 am,242.84
31/08/2023,12:28:33 am,241.71
31/08/2023,12:29:03 am,247.06
31/08/2023,12:29:33 am,247.4
31/08/2023,12:30:03 am,248.89
31/08/2023,12:30:33 am,248.59
31/08/2023,12:31:03 am,248.85
31/08/2023,12:31:33 am,247.7
31/08/2023,12:32:03 am,247.66
31/08/2023,12:32:33 am,247.21
31/08/2023,12:33:03 am,244.35
31/08/2023,12:33:33 am,247.36
31/08/2023,12:34:03 am,249.54
31/08/2023,12:34:33 am,248.36
31/08/2023,12:35:03 am,246.33
31/08/2023,12:35:33 am,246.41
31/08/2023,12:36:03 am,246.33
31/08/2023,12:36:33 am,246.4
31/08/2023,12:37:03 am,247.64
31/08/2023,12:37:33 am,247.52
31/08/2023,12:38:03 am,247.13
31/08/2023,12:38:33 am,246.14
31/08/2023,12:39:03 am,247.02
31/08/2023,12:39:33 am,245.02
31/08/2023,12:40:03 am,247.03
31/08/2023,12:40:33 am,244.96
31/08/2023,12:41:03 am,247.12
31/08/2023,12:41:33 am,244.5
31/08/2023,12:42:03 am,243.45
31/08/2023,12:42:33 am,246.82
31/08/2023,12:43:03 am,246.9
31/08/2023,12:43:33 am,246.6
31/08/2023,12:44:03 am,245.65
31/08/2023,12:44:33 am,247.58
31/08/2023,12:45:03 am,244.66
31/08/2023,12:45:33 am,247.9
31/08/2023,12:46:03 am,247.35
31/08/2023,12:46:33 am,246.62
31/08/2023,12:47:03 am,247.99
31/08/2023,12:47:33 am,247.12
31/08/2023,12:48:03 am,245.53
31/08/2023,12:48:33 am,246.91
31/08/2023,12:49:03 am,248.56
31/08/2023,12:49:33 am,247.4
31/08/2023,12:50:03 am,248.58
31/08/2023,12:50:33 am,246.17
31/08/2023,12:51:03 am,246.07
31/08/2023,12:51:33 am,247.3
31/08/2023,12:52:03 am,247.59
31/08/2023,12:52:33 am,248.72
31/08/2023,12:53:03 am,247.7
31/08/2023,12:53:33 am,247.64
31/08/2023,12:54:03 am,244.93
31/08/2023,12:54:35 am,244.51
31/08/2023,12:55:03 am,246.17
31/08/2023,12:55:33 am,245.83
31/08/2023,12:56:03 am,247.32
31/08/2023,12:56:33 am,245.85
31/08/2023,12:57:03 am,247.56
31/08/2023,12:57:33 am,246.45
31/08/2023,12:58:03 am,248.47
31/08/2023,12:58:33 am,246.2
31/08/2023,12:59:03 am,246.44
31/08/2023,12:59:33 am,247.38
31/08/2023,01:00:03 am,244.42
31/08/2023,01:00:33 am,243.67
31/08/2023,01:01:03 am,245.26
31/08/2023,01:01:33 am,244.07
31/08/2023,01:02:03 am,243.89
31/08/2023,01:02:33 am,244.82
31/08/2023,01:03:03 am,244.13
31/08/2023,01:03:33 am,243.67
31/08/2023,01:04:03 am,246.76
31/08/2023,01:04:33 am,243.65
31/08/2023,01:05:03 am,246.44
31/08/2023,01:05:33 am,245.29
31/08/2023,01:06:03 am,246.49
31/08/2023,01:06:33 am,246.27
31/08/2023,01:07:03 am,246.07
31/08/2023,01:07:33 am,244.91
31/08/2023,01:08:03 am,246.16
31/08/2023,01:08:33 am,241.48
31/08/2023,01:09:03 am,240.59
31/08/2023,01:09:33 am,243.45
31/08/2023,01:10:03 am,244.3
31/08/2023,01:10:33 am,245.64
31/08/2023,01:11:03 am,244.48
31/08/2023,01:11:33 am,239.63
31/08/2023,01:12:03 am,241.36
31/08/2023,01:12:33 am,242.1
31/08/2023,01:13:03 am,243.08
31/08/2023,01:13:33 am,241.4
31/08/2023,01:14:03 am,241.27
31/08/2023,01:14:33 am,240.6
31/08/2023,01:15:03 am,241.04
31/08/2023,01:15:33 am,241.34
31/08/2023,01:16:03 am,242.25
31/08/2023,01:16:33 am,241.86
31/08/2023,01:17:03 am,242.21
31/08/2023,01:17:33 am,241.85
31/08/2023,01:18:03 am,240.33
31/08/2023,01:18:33 am,242.59
31/08/2023,01:19:03 am,242.61
31/08/2023,01:19:33 am,241.59
31/08/2023,01:20:03 am,240.63
31/08/2023,01:20:33 am,240.74
31/08/2023,01:21:03 am,241.35
31/08/2023,01:21:33 am,241.11
31/08/2023,01:22:03 am,242.91
31/08/2023,01:22:33 am,242.91
31/08/2023,01:23:41 am,244.92
31/08/2023,01:24:04 am,242.03
31/08/2023,01:24:33 am,244.09
31/08/2023,01:25:03 am,243.7
31/08/2023,01:25:33 am,243.07
31/08/2023,01:26:03 am,243.18
31/08/2023,01:26:33 am,242.11
31/08/2023,01:27:03 am,242.69
31/08/2023,01:27:33 am,242.14
31/08/2023,01:28:03 am,241.92
31/08/2023,01:28:33 am,242.4
31/08/2023,01:29:03 am,243.35
31/08/2023,01:29:33 am,241.87
31/08/2023,01:30:03 am,243.58
31/08/2023,01:30:33 am,242.2
31/08/2023,01:31:03 am,241.12
31/08/2023,01:31:33 am,244.28
31/08/2023,01:32:03 am,242.2
31/08/2023,01:32:33 am,241.33
31/08/2023,01:33:03 am,240.67
31/08/2023,01:33:33 am,241.23
31/08/2023,01:34:03 am,241.81
31/08/2023,01:34:33 am,241.39
31/08/2023,01:35:03 am,241.39
31/08/2023,01:35:33 am,242.13
31/08/2023,01:36:03 am,243.47
31/08/2023,01:36:33 am,242.48
31/08/2023,01:37:03 am,241.01
31/08/2023,01:37:33 am,239.35
31/08/2023,01:38:03 am,242.36
31/08/2023,01:38:33 am,241.59
31/08/2023,01:39:03 am,240.99
31/08/2023,01:39:33 am,241.9
31/08/2023,01:40:03 am,242.8
31/08/2023,01:40:33 am,242.7
31/08/2023,01:41:03 am,240.66
31/08/2023,01:41:33 am,241.33
31/08/2023,01:42:03 am,241.59
31/08/2023,01:42:33 am,243.4
31/08/2023,01:43:03 am,247.71
31/08/2023,01:43:33 am,246.56
31/08/2023,01:44:03 am,246.19
31/08/2023,01:44:33 am,244.4
31/08/2023,01:45:03 am,243.64
31/08/2023,01:45:33 am,242.75
31/08/2023,01:46:03 am,245.48
31/08/2023,01:46:33 am,243.2
31/08/2023,01:47:03 am,244.65
31/08/2023,01:47:33 am,245.57
31/08/2023,01:48:03 am,245.15
31/08/2023,01:48:33 am,246.12
31/08/2023,01:49:03 am,245.38
31/08/2023,01:49:33 am,245.93
31/08/2023,01:50:03 am,246.9
31/08/2023,01:50:33 am,246.4
31/08/2023,01:51:03 am,246.28
31/08/2023,01:51:33 am,246.22
31/08/2023,01:52:03 am,246.99
31/08/2023,01:52:33 am,247.28
31/08/2023,01:53:03 am,249.19
31/08/2023,01:53:33 am,249.17
31/08/2023,01:54:03 am,249.01
31/08/2023,01:54:33 am,249.5
31/08/2023,01:55:03 am,248.89
31/08/2023,01:55:33 am,248.52
31/08/2023,01:56:03 am,246.57
31/08/2023,01:56:33 am,244.82
31/08/2023,01:57:03 am,248.58
31/08/2023,01:57:33 am,246.68
31/08/2023,01:58:03 am,246.95
31/08/2023,01:58:33 am,246.79
31/08/2023,01:59:03 am,244.65
31/08/2023,01:59:33 am,245.33
31/08/2023,02:00:03 am,245.61
31/08/2023,02:00:33 am,245.09
31/08/2023,02:01:03 am,244.94
31/08/2023,02:01:33 am,242.21
31/08/2023,02:02:03 am,243.23
31/08/2023,02:02:33 am,243.07
31/08/2023,02:03:03 am,245.87
31/08/2023,02:03:33 am,242.83
31/08/2023,02:04:40 am,243.33
31/08/2023,02:05:05 am,241.67
31/08/2023,02:05:33 am,243.06
31/08/2023,02:06:03 am,241.1
31/08/2023,02:06:33 am,240.56
31/08/2023,02:07:03 am,240.4
31/08/2023,02:07:33 am,242.53
31/08/2023,02:08:03 am,241.45
31/08/2023,02:08:33 am,242.16
31/08/2023,02:09:03 am,241
31/08/2023,02:09:33 am,243.95
31/08/2023,02:10:03 am,244.39
31/08/2023,02:10:33 am,245.36
31/08/2023,02:11:03 am,245.18
31/08/2023,02:11:33 am,246.87
31/08/2023,02:12:03 am,246.44
31/08/2023,02:12:33 am,246.93
31/08/2023,02:13:03 am,247.22
31/08/2023,02:13:33 am,251.1
31/08/2023,02:14:03 am,248.65
31/08/2023,02:14:33 am,250.46
31/08/2023,02:15:03 am,248.5
31/08/2023,02:15:33 am,248.23
31/08/2023,02:16:03 am,249.09
31/08/2023,02:16:33 am,248.6
31/08/2023,02:17:03 am,249.54
31/08/2023,02:17:33 am,248.42
31/08/2023,02:18:03 am,245.98
31/08/2023,02:18:33 am,246.08
31/08/2023,02:19:03 am,243.1
31/08/2023,02:19:33 am,245.74
31/08/2023,02:20:03 am,243.77
31/08/2023,02:20:33 am,245.32
31/08/2023,02:21:03 am,244.46
31/08/2023,02:21:33 am,245.61
31/08/2023,02:22:03 am,245.29
31/08/2023,02:22:33 am,242.73
31/08/2023,02:23:03 am,244.24
31/08/2023,02:23:33 am,246.84
31/08/2023,02:24:03 am,247.72
31/08/2023,02:24:33 am,247.33
31/08/2023,02:25:03 am,247.52
31/08/2023,02:25:33 am,247.38
31/08/2023,02:26:03 am,245.51
31/08/2023,02:26:33 am,249.79
31/08/2023,02:27:03 am,249.02
31/08/2023,02:27:33 am,247.42
31/08/2023,02:28:03 am,248.29
31/08/2023,02:28:33 am,246.72
31/08/2023,02:29:03 am,248.2
31/08/2023,02:29:33 am,245.22
31/08/2023,02:30:03 am,246.41
31/08/2023,02:30:33 am,246.48
31/08/2023,02:31:03 am,244.18
31/08/2023,02:31:33 am,243.62
31/08/2023,02:32:03 am,244.1
31/08/2023,02:32:33 am,244.09
31/08/2023,02:33:03 am,242.92
31/08/2023,02:33:33 am,244.05
31/08/2023,02:34:40 am,242.68
31/08/2023,02:35:03 am,242.92
31/08/2023,02:36:11 am,240.61
31/08/2023,02:36:34 am,243.32
31/08/2023,02:37:03 am,243.59
31/08/2023,02:37:33 am,243.41
31/08/2023,02:38:03 am,242.99
31/08/2023,02:38:33 am,241.48
31/08/2023,02:39:03 am,245.08
31/08/2023,02:39:33 am,244.53
31/08/2023,02:40:03 am,243.56
31/08/2023,02:40:33 am,245.22
31/08/2023,02:41:03 am,244.23
31/08/2023,02:41:33 am,244.6
31/08/2023,02:42:03 am,243.93
31/08/2023,02:42:33 am,245.94
31/08/2023,02:43:03 am,244.1
31/08/2023,02:43:33 am,244.19
31/08/2023,02:44:03 am,246.49
31/08/2023,02:44:33 am,243.47
31/08/2023,02:45:03 am,242.42
31/08/2023,02:45:33 am,242.31
31/08/2023,02:46:03 am,244.26
31/08/2023,02:46:33 am,243.92
31/08/2023,02:47:03 am,244.16
31/08/2023,02:47:33 am,240.27
31/08/2023,02:48:03 am,238.65
31/08/2023,02:48:33 am,240.42
31/08/2023,02:49:03 am,242.35
31/08/2023,02:49:33 am,241.36
31/08/2023,02:50:03 am,238.69
31/08/2023,02:50:33 am,239
31/08/2023,02:51:03 am,237.37
31/08/2023,02:52:09 am,240.26
31/08/2023,02:52:33 am,239.34
31/08/2023,02:53:03 am,238.52
31/08/2023,02:53:33 am,236.62
31/08/2023,02:54:41 am,238.2
31/08/2023,02:55:03 am,238.64
31/08/2023,02:55:33 am,239.7
31/08/2023,02:56:03 am,238.83
31/08/2023,02:56:33 am,238.86
31/08/2023,02:57:03 am,240.28
31/08/2023,02:57:33 am,236.15
31/08/2023,02:58:03 am,238.59
31/08/2023,02:58:33 am,239.43
31/08/2023,02:59:03 am,240.86
31/08/2023,02:59:33 am,239.07
31/08/2023,03:00:03 am,238.83
31/08/2023,03:00:33 am,238.91
31/08/2023,03:01:03 am,233.12
31/08/2023,03:01:33 am,235.24
31/08/2023,03:02:03 am,239.75
31/08/2023,03:02:33 am,238.92
31/08/2023,03:03:03 am,238.59
31/08/2023,03:03:33 am,240.27
31/08/2023,03:04:42 am,241.35
31/08/2023,03:05:07 am,240.15
31/08/2023,03:05:33 am,240.47
31/08/2023,03:06:03 am,243.1
31/08/2023,03:06:33 am,239.34
31/08/2023,03:07:03 am,241.77
31/08/2023,03:07:33 am,244.82
31/08/2023,03:08:03 am,244.58
31/08/2023,03:08:33 am,241.83
31/08/2023,03:09:03 am,242.78
31/08/2023,03:09:33 am,240
31/08/2023,03:10:03 am,240.21
31/08/2023,03:10:33 am,241.39
31/08/2023,03:11:03 am,240.2
31/08/2023,03:11:33 am,241.4
31/08/2023,03:12:03 am,239.49
31/08/2023,03:12:33 am,240.27
31/08/2023,03:13:03 am,240.15
31/08/2023,03:13:33 am,239.75
31/08/2023,03:14:03 am,242.16
31/08/2023,03:14:33 am,238.32
31/08/2023,03:15:03 am,238.55
31/08/2023,03:15:33 am,238.38
31/08/2023,03:16:03 am,239.75
31/08/2023,03:16:33 am,239.34
31/08/2023,03:17:03 am,240.1
31/08/2023,03:17:33 am,236.43
31/08/2023,03:18:03 am,239
31/08/2023,03:18:33 am,239.22
31/08/2023,03:19:03 am,239.1
31/08/2023,03:19:33 am,239.49
31/08/2023,03:20:03 am,240.03
31/08/2023,03:20:33 am,244.94
31/08/2023,03:21:03 am,245.15
31/08/2023,03:22:03 am,245.89
31/08/2023,03:22:33 am,242.61
31/08/2023,03:23:03 am,243.01
31/08/2023,03:23:33 am,245.04
31/08/2023,03:24:03 am,245.21
31/08/2023,03:24:33 am,245.42
31/08/2023,03:25:03 am,245.75
31/08/2023,03:25:33 am,248.36
31/08/2023,03:26:03 am,246.22
31/08/2023,03:26:33 am,245.7
31/08/2023,03:27:03 am,247.92
31/08/2023,03:27:33 am,245.45
31/08/2023,03:28:03 am,245.66
31/08/2023,03:28:33 am,242.84
31/08/2023,03:29:03 am,245.95
31/08/2023,03:29:33 am,242.49
31/08/2023,03:30:03 am,245.05
31/08/2023,03:30:33 am,243.76
31/08/2023,03:31:03 am,245.82
31/08/2023,03:31:33 am,243.83
31/08/2023,03:32:03 am,244.4
31/08/2023,03:32:33 am,244.6
31/08/2023,03:33:03 am,241.44
31/08/2023,03:33:33 am,242.11
31/08/2023,03:34:03 am,243.64
31/08/2023,03:34:33 am,244.28
31/08/2023,03:35:03 am,244.11
31/08/2023,03:35:33 am,243.23
31/08/2023,03:36:05 am,243.76
31/08/2023,03:36:33 am,245.03
31/08/2023,03:37:03 am,244.63
31/08/2023,03:37:33 am,243.76
31/08/2023,03:38:03 am,245.03
31/08/2023,03:38:33 am,246.5
31/08/2023,03:39:03 am,245.3
31/08/2023,03:39:33 am,245.09
31/08/2023,03:40:03 am,241.86
31/08/2023,03:40:33 am,238.12
31/08/2023,03:41:03 am,240.29
31/08/2023,03:41:33 am,239.85
31/08/2023,03:42:03 am,239.48
31/08/2023,03:42:33 am,238.05
31/08/2023,03:43:03 am,239.65
31/08/2023,03:43:33 am,240.03
31/08/2023,03:44:41 am,239.31
31/08/2023,03:45:06 am,238.85
31/08/2023,03:45:33 am,240.21
31/08/2023,03:46:03 am,238.92
31/08/2023,03:46:33 am,244.36
31/08/2023,03:47:03 am,244.87
31/08/2023,03:47:33 am,245.06
31/08/2023,03:48:03 am,244.53
31/08/2023,03:48:33 am,244.22
31/08/2023,03:49:03 am,242.97
